"","x.1","x.2","y"
"1",1.37354618925767,2.40940183965093,"-1"
"2",2.18364332422208,3.68887328620405,"-1"
"3",1.16437138758995,3.58658843344197,"-1"
"4",3.59528080213779,1.66909219931723,"-1"
"5",2.32950777181536,-0.285235535292467,"-1"
"6",1.17953161588198,4.49766158983416,"-1"
"7",2.48742905242849,2.66706616676549,"-1"
"8",2.73832470512922,2.5413273359637,"-1"
"9",2.57578135165349,1.98660047685409,"-1"
"10",1.69461161284364,2.51010842295293,"-1"
"11",3.51178116845085,1.83562416823033,"-1"
"12",2.38984323641143,2.42069464325451,"-1"
"13",1.3787594194582,1.59975325602236,"-1"
"14",-0.2146998871775,0.62979212245254,"-1"
"15",3.12493091814311,2.98783826745488,"-1"
"16",1.95506639098477,3.51974502549955,"-1"
"17",1.98380973690105,1.69125943077439,"-1"
"18",2.9438362106853,0.746710244392309,"-1"
"19",2.82122119509809,2.64224130567782,"-1"
"20",2.59390132121751,1.95529086310602,"-1"
"21",2.91897737160822,0.266781593175162,"-1"
"22",2.78213630073107,2.00213185968027,"-1"
"23",2.07456498336519,1.36969966607185,"-1"
"24",0.0106483041366272,1.65903142013959,"-1"
"25",2.61982574789471,0.843427637364147,"-1"
"26",1.943871260471,3.80314190791747,"-1"
"27",1.84420449329467,1.66886796360878,"-1"
"28",0.529247616100726,0.394486587746923,"-1"
"29",1.52184994489138,2.19719343873948,"-1"
"30",2.4179415601997,2.26317564640547,"-1"
"31",3.35867955152904,1.01417329959071,"-1"
"32",1.897212272657,-0.888920671679545,"-1"
"33",2.38767161155937,1.35951829743489,"-1"
"34",1.94619495941709,2.57050763592048,"-1"
"35",0.622940443171393,1.94027672395739,"-1"
"36",1.58500543670032,1.90182125599477,"-1"
"37",1.60571004628965,2.56082072862012,"-1"
"38",1.94068660328881,0.813541361420526,"-1"
"39",3.10002537198388,3.09677704427424,"-1"
"40",2.76317574845754,1.99465597172183,"-1"
"41",1.83547640374641,2.70731066739808,"-1"
"42",1.74663831986349,3.03410773473746,"-1"
"43",2.69696337540474,2.2234804149153,"-1"
"44",2.55666319867366,1.12129238713398,"-1"
"45",1.31124430545048,3.16296455596733,"-1"
"46",1.29250484303788,-0.000164944785475463,"-1"
"47",2.36458196213683,1.45520925999828,"-1"
"48",2.76853292451542,1.74432929084301,"-1"
"49",1.88765378784977,1.83387896323499,"-1"
"50",2.88110772645421,3.02046390878411,"-1"
"51",2.39810588036707,2.13622189310278,"-1"
"52",1.38797360674923,2.40716760342384,"-1"
"53",2.34111969142442,1.9303451869871,"-1"
"54",0.870636903919207,1.75233565838067,"-1"
"55",3.43302370170104,2.69555080661964,"-1"
"56",3.98039989850586,3.1462283572158,"-1"
"57",1.63277852353349,-0.403096214891872,"-1"
"58",0.955865373683469,2.57273955524584,"-1"
"59",2.56971962744241,2.37472440677865,"-1"
"60",1.86494539611918,1.57473227844392,"-1"
"61",4.40161776050478,2.95101280757682,"-1"
"62",1.96075999726683,1.61076281828162,"-1"
"63",2.68973936245078,1.71566933820043,"-1"
"64",2.02800215878067,2.8574097780798,"-1"
"65",1.25672679111759,3.7196272991206,"-1"
"66",2.18879229951434,2.27005490093723,"-1"
"67",0.195041371108962,1.57781599021236,"-1"
"68",3.46555486156289,0.810886705140415,"-1"
"69",2.1532533382119,1.66896702112099,"-1"
"70",4.17261167036215,1.06017067348998,"-1"
"71",2.47550952889966,1.74106741688122,"-1"
"72",1.29005356907819,2.39437916822157,"-1"
"73",2.61072635348906,1.14814290797614,"-1"
"74",1.06590236835575,4.64916688109488,"-1"
"75",0.746366599760898,2.15601167566508,"-1"
"76",2.29144623551746,3.13020726745494,"-1"
"77",1.55670812678157,-0.289123979840106,"-1"
"78",2.00110535163162,2.74100115719544,"-1"
"79",2.07434132415166,0.683754839548438,"-1"
"80",1.41047905381193,2.91980367760914,"-1"
"81",1.4313312671815,2.39813015545196,"-1"
"82",1.86482138487617,1.59247142073023,"-1"
"83",3.1780869965732,3.32425863017727,"-1"
"84",0.476433199570238,1.29876833075308,"-1"
"85",2.59394618762842,1.41938569575946,"-1"
"86",2.33295037121352,0.998927818974581,"-1"
"87",3.06309983727636,1.33182139324661,"-1"
"88",1.6958160763657,2.94518495337308,"-1"
"89",2.37001880991629,2.43370214954516,"-1"
"90",2.26709879077223,3.00515921767704,"-1"
"91",1.45747996900835,1.60988133594632,"-1"
"92",3.20786780598317,2.37637029177465,"-1"
