"","x.1","x.2","y"
"93",3.16040261569495,2.24416492448649,"-1"
"94",2.700213649515,0.573742657617462,"-1"
"95",3.58683345454085,3.77842928747545,"-1"
"96",2.5584864255653,2.13444766093368,"-1"
"97",0.723407791541963,2.76559899915786,"-1"
"98",1.42673458576311,2.95513667690898,"-1"
"99",0.775387385101644,1.94943429855773,"-1"
"100",1.52659936356069,1.69418458023303,"-1"
"101",-2.62036667722412,-1.10632629757449,"-1"
"102",-1.95788412685576,-3.0472981490613,"-1"
"103",-2.91092164855245,-0.0286626137758483,"-1"
"104",-1.84197122759593,-2.38363210628836,"-1"
"105",-2.65458464391882,-0.345854697725011,"-1"
"106",-0.232712730627354,-0.48778730604937,"-1"
"107",-1.28329252398279,-1.91703426641409,"-1"
"108",-1.08982577050477,-1.4327790851485,"-1"
"109",-1.61581464217366,-3.02454847953446,"-1"
"110",-0.317823919480582,-1.67699349697756,"-1"
"111",-2.63573645394898,-0.956387541643817,"-1"
"112",-2.46164473036057,-1.9009215131028,"-1"
"113",-0.567717761458337,-2.45413690915436,"-1"
"114",-2.65069635331037,-2.65578185245044,"-1"
"115",-2.20738074360197,-2.03592242262251,"-1"
"116",-2.39280792944198,-0.930838539323204,"-1"
"117",-2.31999286854851,-2.48397493030128,"-1"
"118",-2.27911330297656,-2.12101011132744,"-1"
"119",-1.50581166873217,-3.29414000382084,"-1"
"120",-2.17733048226961,-1.50568716398514,"-1"
"121",-2.50595746211426,-0.692098479885854,"-1"
"122",-0.656961174829588,-0.502958990597217,"-1"
"123",-2.21457940854687,-1.18529726910264,"-1"
"124",-2.17955653004339,-3.86978879020261,"-1"
"125",-2.10019074121356,-1.51797049587624,"-1"
"126",-1.28733369294859,-1.5438643966988,"-1"
"127",-2.07356440412633,-2.35340028582991,"-1"
"128",-2.03763417146705,-1.82951052905202,"-1"
"129",-2.68166047875566,-2.8640359541269,"-1"
"130",-2.32427027224632,-1.32076922598434,"-1"
"131",-1.93983955956548,-2.3271010146531,"-1"
"132",-2.58889448625966,-3.56908218514395,"-1"
"133",-1.46850380736743,-2.36745075617048,"-1"
"134",-3.51839408178679,-0.635565070930152,"-1"
"135",-1.69344213921023,-2.33428136473116,"-1"
"136",-3.53644982353759,-1.2672499577909,"-1"
"137",-2.30097612683661,-1.05341435980221,"-1"
"138",-2.52827990444501,-1.99560129567363,"-1"
"139",-2.652094780681,-2.35232230554985,"-1"
"140",-2.05689677784739,-2.5296955091335,"-1"
"141",-3.91435942568001,-1.2604107744252,"-1"
"142",-0.823416687981438,-3.06345741548281,"-1"
"143",-3.664972436212,-1.7537891564636,"-1"
"144",-2.46353040147239,-2.28949936656431,"-1"
"145",-3.11592010504285,-4.26488935648794,"-1"
"146",-2.75081900119345,-3.40885045607319,"-1"
"147",0.0871665456283468,-1.08398067120743,"-1"
"148",-1.98260438030675,-2.1912789505352,"-1"
"149",-3.28630053043433,-1.19671678386635,"-1"
"150",-3.64060553441858,-0.112525536691395,"-1"
"151",0.450187101272656,1.47388118110914,"1"
"152",-0.018559832714638,0.677268492312998,"1"
"153",-0.318068374543844,0.379962686566745,"1"
"154",-0.929362147453702,-0.192798426457334,"1"
"155",-1.48746031014148,1.5778917949044,"1"
"156",-1.07519229661568,0.596234109318454,"1"
"157",1.00002880371391,-1.17357694087136,"1"
"158",-0.621266694796823,-0.155642534890318,"1"
"159",-1.38442684738449,-1.91890982026984,"1"
"160",1.86929062242358,-0.195258846110637,"1"
"161",0.425100377372448,-2.59232766994599,"1"
"162",-0.238647100913033,1.31400216719805,"1"
"163",1.05848304870902,-0.635543001032135,"1"
"164",0.886422651374936,-0.429978838694188,"1"
"165",-0.619243048231147,-0.169318332301963,"1"
"166",2.20610246454047,0.612218173989128,"1"
"167",-0.255027030141015,0.6783401772227,"1"
"168",-1.42449465021281,0.567951972471672,"1"
"169",-0.144399601954219,-0.572542603926126,"1"
"170",0.207538339232345,-1.36329125627834,"1"
"171",2.30797839905936,-0.388722244337901,"1"
"172",0.105802367893711,0.277914132450543,"1"
"173",0.456998805423414,-0.823081121572025,"1"
"174",-0.077152935356531,-0.0688409344784646,"1"
"175",-0.334000842366544,-1.1676623261298,"1"
"176",-0.0347260283112762,-0.0083090142156068,"1"
"177",0.787639605630162,0.128855401597405,"1"
"178",2.07524500865228,-0.145875628461003,"1"
"179",1.02739243876377,-0.163910956736068,"1"
"180",1.2079083983867,1.76355200278492,"1"
"181",-1.23132342155804,0.762586512418318,"1"
"182",0.983895570053379,1.11143108073063,"1"
"183",0.219924803660651,-0.923206952829831,"1"
"184",-1.46725002909224,0.164341838427956,"1"
"185",0.521022742648139,1.15482518709727,"1"
"186",-0.158754604716016,-0.0565214245264898,"1"
"187",1.4645873119698,-2.12936064823465,"1"
"188",-0.766081999604665,0.344845762099456,"1"
"189",-0.430211753928547,-1.90495544558553,"1"
"190",-0.926109497377437,-0.811170153140217,"1"
"191",-0.17710396143654,1.3240043212996,"1"
"192",0.402011779486338,0.615636849302674,"1"
"193",-0.731748173119606,1.09166895553536,"1"
"194",0.830373167981674,0.306604861513632,"1"
"195",-1.20808278630446,-0.110158762482857,"1"
"196",-1.04798441280774,-0.924312773127284,"1"
"197",1.44115770684428,1.5929137537192,"1"
"198",-1.01584746530465,0.0450105981218803,"1"
"199",0.411974712317515,-0.715128400667883,"1"
"200",-0.38107605110892,0.865223099717138,"1"
